Instrument,expiration,strike_price,type,volume,open_interest,rho,theta,vega,gamma,net_delta,delta,last_price,bid_iv,bid_price,market_price,ask_price,ask_iv,underlying_price,tau,days,payoff
BTC,31-May-24,45000,C,,10.9,25.51178,12.00241,7.2151,,,0.98056,0.2985,,0.287,0.289,0.291,83.84,62836,0.060273973,22,17836
BTC,31-May-24,45000,P,,465.5,0.76476,12.00241,7.2151,,,0.01944,0.0015,69.14,0.0011,0.0013,0.0015,72.64,62836,0.060273973,22,0
BTC,31-May-24,46000,C,,3.2,25.94875,13.51596,8.3753,0.00001,,0.97681,0.2875,,0.2715,0.2734,0.2755,80.66,62836,0.060273973,22,16836
BTC,31-May-24,46000,P,0.1,215.7,0.91232,13.52328,8.37987,0.00001,,0.0232,0.0015,67.79,0.0014,0.0015,0.0017,70.04,62836,0.060273973,22,0
BTC,31-May-24,47000,C,,5.1,26.34986,15.29587,9.7635,0.00001,,0.97215,0.2305,,0.256,0.2578,0.26,77.68,62836,0.060273973,22,15836
BTC,31-May-24,47000,P,1,499.8,1.09453,15.29587,9.7635,0.00001,,0.02785,0.0025,65.96,0.0017,0.0018,0.002,67.89,62836,0.060273973,22,0
BTC,31-May-24,48000,C,,2,26.70825,17.35838,11.40408,0.00001,,0.96641,0.171,47.99,0.2405,0.2424,0.2445,74.42,62836,0.060273973,22,14836
BTC,31-May-24,48000,P,0.7,334.5,1.32006,17.35838,11.40408,0.00001,,0.03359,0.0021,63.78,0.002,0.0022,0.0024,65.99,62836,0.060273973,22,0
BTC,31-May-24,49000,C,,1.1,27.02304,19.6134,13.27423,0.00001,,0.95955,0.297,49.44,0.225,0.227,0.229,71.07,62836,0.060273973,22,13836
BTC,31-May-24,49000,P,2.3,476.7,1.5892,19.6134,13.27423,0.00001,,0.04045,0.0034,62.34,0.0025,0.0026,0.0028,63.76,62836,0.060273973,22,0
BTC,31-May-24,50000,C,,68.1,27.27135,22.25128,15.48868,0.00001,,0.95102,0.1995,52.37,0.21,0.2117,0.2135,67.49,62836,0.060273973,22,12836
BTC,31-May-24,50000,P,14.1,2101.7,1.9261,22.26291,15.49675,0.00001,,0.04902,0.0035,60.42,0.003,0.0032,0.0033,61.65,62836,0.060273973,22,0
BTC,31-May-24,51000,C,,11,27.44513,25.20594,18.0445,0.00001,,0.94059,0.204,55.37,0.1955,0.1966,0.1985,65.55,62836,0.060273973,22,11836
BTC,31-May-24,51000,P,1.5,1040.5,2.33495,25.20594,18.0445,0.00001,,0.05941,0.005,58.88,0.0037,0.0039,0.0041,60.28,62836,0.060273973,22,0
BTC,31-May-24,52000,C,,27.3,27.53697,28.41123,20.92464,0.00002,,0.92809,0.1635,52.52,0.18,0.1816,0.1835,63.13,62836,0.060273973,22,10836
BTC,31-May-24,52000,P,3.8,876.6,2.82704,28.41123,20.92464,0.00002,,0.07191,0.0065,57.18,0.0045,0.0047,0.0049,58.39,62836,0.060273973,22,0
BTC,31-May-24,53000,C,,56.4,27.52136,31.96659,24.19507,0.00002,,0.91289,0.1135,52.51,0.1655,0.1668,0.1685,60.34,62836,0.060273973,22,9836
BTC,31-May-24,53000,P,123.9,523.5,3.42878,31.98148,24.20625,0.00002,,0.08717,0.0055,55.57,0.0055,0.0058,0.006,56.88,62836,0.060273973,22,0
BTC,31-May-24,54000,C,,52.2,27.36332,35.99035,27.9261,0.00002,,0.89413,0.144,51.64,0.151,0.1524,0.154,58.42,62836,0.060273973,22,8836
BTC,31-May-24,54000,P,221.8,649.3,4.17121,36.00673,27.93849,0.00002,,0.10594,0.007,53.48,0.0065,0.0071,0.0075,55.76,62836,0.060273973,22,0
BTC,31-May-24,55000,C,0.1,26.5,27.02964,40.52876,32.12097,0.00003,,0.871,0.1575,51.2,0.137,0.1383,0.1405,57.98,62836,0.060273973,22,7836
BTC,31-May-24,55000,P,61.4,1098.6,5.08614,40.52876,32.12097,0.00003,,0.129,0.0085,53.03,0.0085,0.0089,0.0095,54.99,62836,0.060273973,22,0
BTC,31-May-24,56000,C,5,42.9,26.55277,45.01149,36.48061,0.00003,,0.84434,0.12,50.7,0.1235,0.1245,0.126,55.02,62836,0.060273973,22,6836
BTC,31-May-24,56000,P,16.2,989.4,6.15044,45.02729,36.49348,0.00003,,0.15576,0.013,51.77,0.0105,0.011,0.0115,53.5,62836,0.060273973,22,0
BTC,31-May-24,57000,C,1,354,25.89323,49.47336,40.99954,0.00003,,0.81316,0.114,50.29,0.1105,0.1112,0.1125,53.36,62836,0.060273973,22,5836
BTC,31-May-24,57000,P,23.7,1171,7.39039,49.47336,40.99954,0.00003,,0.18684,0.014,50.66,0.013,0.0135,0.014,52.2,62836,0.060273973,22,0
BTC,31-May-24,58000,C,36.2,105.3,24.99977,54.19542,45.62602,0.00004,,0.77639,0.1025,49.63,0.098,0.0987,0.1,52.39,62836,0.060273973,22,4836
BTC,31-May-24,58000,P,52.5,848,8.87248,54.21101,45.63844,0.00004,,0.22374,0.0155,49.55,0.016,0.0168,0.017,50.94,62836,0.060273973,22,0
BTC,31-May-24,59000,C,14.1,80.4,23.92412,58.38118,49.98085,0.00004,,0.73525,0.0835,48.22,0.0855,0.0867,0.088,51.38,62836,0.060273973,22,3836
BTC,31-May-24,59000,P,42.8,417.9,10.5325,58.39423,49.99169,0.00004,,0.26489,0.0255,49,0.02,0.0206,0.021,50.26,62836,0.060273973,22,0
BTC,31-May-24,60000,C,39.9,534,22.63206,62.20378,53.92462,0.00005,,0.6891,0.078,48.49,0.075,0.0756,0.077,50.83,62836,0.060273973,22,2836
BTC,31-May-24,60000,P,83,634.8,12.40333,62.20378,53.92462,0.00005,,0.3109,0.0245,48.78,0.025,0.0253,0.026,49.95,62836,0.060273973,22,0
BTC,31-May-24,61000,C,60.1,638.3,21.18253,65.12851,57.14107,0.00005,,0.63947,0.0675,47.76,0.0645,0.0652,0.066,49.42,62836,0.060273973,22,1836
BTC,31-May-24,61000,P,60.5,484.4,14.43678,65.12851,57.14107,0.00005,,0.36053,0.03,48.23,0.0305,0.0308,0.0315,49.33,62836,0.060273973,22,0
BTC,31-May-24,62000,C,71.3,294.8,19.58664,67.18755,59.45328,0.00005,,0.58683,0.057,47.78,0.0555,0.0559,0.0565,48.84,62836,0.060273973,22,836
BTC,31-May-24,62000,P,98.3,465.3,16.6166,67.18755,59.45328,0.00005,,0.41317,0.037,47.34,0.0365,0.0373,0.0375,48.4,62836,0.060273973,22,0
BTC,31-May-24,63000,C,168.9,380.3,17.90306,68.10801,60.69959,0.00005,,0.53273,0.0485,47.37,0.047,0.0474,0.048,48.41,62836,0.060273973,22,0
BTC,31-May-24,63000,P,44.9,444.5,18.89056,68.10746,60.69869,0.00005,,0.46744,0.045,47.15,0.044,0.0447,0.045,48.19,62836,0.060273973,22,164
BTC,31-May-24,64000,C,55.4,474.6,16.16111,68.2176,60.81097,0.00005,,0.47823,0.0405,47.68,0.04,0.0401,0.041,48.72,62836,0.060273973,22,0
BTC,31-May-24,64000,P,19,359.6,21.20997,68.2176,60.81097,0.00005,,0.52177,0.0525,47.09,0.0525,0.0532,0.0535,48.13,62836,0.060273973,22,1164
BTC,31-May-24,65000,C,149.1,1509.1,14.43588,67.01343,59.82136,0.00005,,0.42497,0.0345,47.08,0.033,0.0336,0.034,48.13,62836,0.060273973,22,0
BTC,31-May-24,65000,P,5,399.6,23.51913,67.01343,59.82136,0.00005,,0.57503,0.062,46.66,0.0615,0.0625,0.0635,48.77,62836,0.060273973,22,2164
BTC,31-May-24,66000,C,41.6,799.5,12.77103,64.96948,57.85395,0.00005,,0.37432,0.027,47.19,0.0275,0.0281,0.0285,48.29,62836,0.060273973,22,0
BTC,31-May-24,66000,P,5,459.8,25.7679,64.96948,57.85395,0.00005,,0.62568,0.093,45.85,0.071,0.0729,0.0735,48.58,62836,0.060273973,22,3164
BTC,31-May-24,67000,C,187.5,803.1,11.20839,62.2179,55.10256,0.00005,,0.32731,0.0245,47.59,0.023,0.0235,0.024,48.74,62836,0.060273973,22,0
BTC,31-May-24,67000,P,,222.2,27.91446,62.2179,55.10256,0.00005,,0.67269,0.09,45.8,0.082,0.084,0.085,49.25,62836,0.060273973,22,4164
BTC,31-May-24,68000,C,323.6,1063.6,9.76029,58.76789,51.74757,0.00005,,0.28408,0.02,47.8,0.019,0.0195,0.02,49.02,62836,0.060273973,22,0
BTC,31-May-24,68000,P,0.1,142.1,29.94648,58.76789,51.74757,0.00005,,0.71592,0.098,43.57,0.092,0.0959,0.1,53.35,62836,0.060273973,22,5164
BTC,31-May-24,69000,C,93.1,1460.2,8.42479,54.66974,47.93204,0.00004,,0.24445,0.0165,47.87,0.0155,0.0161,0.0165,49.19,62836,0.060273973,22,0
BTC,31-May-24,69000,P,,190.1,31.8659,54.66974,47.93204,0.00004,,0.75555,0.101,43.47,0.1045,0.1083,0.113,54.65,62836,0.060273973,22,6164
BTC,31-May-24,70000,C,313.7,2109.2,7.27698,50.84586,44.07936,0.00004,,0.21068,0.0135,48.58,0.013,0.0134,0.014,50.01,62836,0.060273973,22,0
BTC,31-May-24,70000,P,1.1,174,33.59764,50.84586,44.07936,0.00004,,0.78932,0.128,43.21,0.1175,0.1215,0.126,55.42,62836,0.060273973,22,7164
BTC,31-May-24,71000,C,73.9,741,6.24098,46.66424,40.09767,0.00003,,0.18029,0.0115,48.64,0.0105,0.0111,0.0115,50.22,62836,0.060273973,22,0
BTC,31-May-24,71000,P,,144.7,35.21757,46.66424,40.09767,0.00003,,0.81971,0.1765,42.86,0.131,0.135,0.1395,56.34,62836,0.060273973,22,8164
BTC,31-May-24,72000,C,69,1163.6,5.36076,42.7836,36.31467,0.00003,,0.1546,0.0095,49.73,0.009,0.0093,0.0095,50.6,62836,0.060273973,22,0
BTC,31-May-24,72000,P,,53.8,36.6817,42.7836,36.31467,0.00003,,0.8454,0.1425,41.43,0.1445,0.149,0.1535,57.52,62836,0.060273973,22,9164
BTC,31-May-24,73000,C,51.5,641.7,4.6534,39.59992,32.98911,0.00003,,0.13408,0.008,50.33,0.0075,0.0079,0.0085,52.24,62836,0.060273973,22,0
BTC,31-May-24,73000,P,,89.3,37.97299,39.59992,32.98911,0.00003,,0.86592,0.153,41.13,0.159,0.1635,0.168,59.09,62836,0.060273973,22,10164
BTC,31-May-24,74000,C,8.8,724.5,4.02282,36.31287,29.77593,0.00002,,0.11579,0.0065,51.47,0.0065,0.0067,0.007,52.53,62836,0.060273973,22,0
BTC,31-May-24,74000,P,,87.3,39.18749,36.31287,29.77593,0.00002,,0.88421,0.293,39.67,0.1735,0.1781,0.183,61.2,62836,0.060273973,22,11164
BTC,31-May-24,75000,C,32.5,1474.8,3.48107,33.21506,26.81251,0.00002,,0.10011,0.0065,52.23,0.0055,0.0057,0.006,53.4,62836,0.060273973,22,0
BTC,31-May-24,75000,P,0.2,55.9,40.31317,33.21506,26.81251,0.00002,,0.89989,0.223,38.59,0.1885,0.1929,0.198,63.08,62836,0.060273973,22,12164
BTC,31-May-24,76000,C,23.5,1341.9,3.09412,31.23124,24.58284,0.00002,,0.08899,0.005,53.34,0.0048,0.0051,0.0055,55.13,62836,0.060273973,22,0
BTC,31-May-24,76000,P,,57.2,41.28404,31.23124,24.58284,0.00002,,0.91101,0.192,35.09,0.2035,0.2081,0.213,64.75,62836,0.060273973,22,13164
BTC,31-May-24,77000,C,105.3,708.1,2.65753,28.13017,21.90557,0.00002,,0.07635,0.0045,54.12,0.0041,0.0043,0.0045,55.28,62836,0.060273973,22,0
BTC,31-May-24,77000,P,,17.1,42.30455,28.13017,21.90557,0.00002,,0.92365,0.2055,,0.2185,0.2232,0.2285,67.19,62836,0.060273973,22,14164
BTC,31-May-24,78000,C,45.4,1206.2,2.34768,26.08525,19.91626,0.00002,,0.06744,0.0041,55.2,0.0036,0.0038,0.004,56.47,62836,0.060273973,22,0
BTC,31-May-24,78000,P,0.1,16.1,43.19832,26.08525,19.91626,0.00002,,0.93256,0.1915,,0.234,0.2385,0.244,69.52,62836,0.060273973,22,15164
BTC,31-May-24,79000,C,34.1,512.5,2.05978,23.93431,17.98188,0.00001,,0.05915,0.0036,55.99,0.0031,0.0033,0.0035,57.4,62836,0.060273973,22,0
BTC,31-May-24,79000,P,,36.7,44.07015,23.93431,17.98188,0.00001,,0.94085,0.3525,48.92,0.252,0.2538,0.256,63.39,62836,0.060273973,22,16164
BTC,31-May-24,80000,C,145.5,3068.9,1.8357,22.28627,16.42019,0.00001,,0.05271,0.0031,57.27,0.0028,0.0029,0.0031,58.43,62836,0.060273973,22,0
BTC,31-May-24,80000,P,,48.5,44.87815,22.28627,16.42019,0.00001,,0.94729,0.4,,0.264,0.2693,0.2755,74.92,62836,0.060273973,22,17164
BTC,31-May-24,81000,C,0.6,487.2,1.64544,20.82988,15.04934,0.00001,,0.04725,0.0026,58.36,0.0025,0.0026,0.0028,59.62,62836,0.060273973,22,0
BTC,31-May-24,81000,P,,4.6,45.65234,20.82988,15.04934,0.00001,,0.95275,0.2325,,0.28,0.2848,0.2865,65.12,62836,0.060273973,22,18164
BTC,31-May-24,82000,C,69.3,772.8,1.48206,19.52565,13.83613,0.00001,,0.04257,0.0024,59.25,0.0022,0.0024,0.0026,61.07,62836,0.060273973,22,0
BTC,31-May-24,82000,P,,3.5,46.39964,19.52565,13.83613,0.00001,,0.95743,0.2213,,0.295,0.3004,0.305,75.22,62836,0.060273973,22,19164
BTC,31-May-24,84000,C,10.4,575,1.21943,17.31029,11.80803,0.00001,,0.03504,0.0023,61.46,0.0018,0.002,0.0022,63.59,62836,0.060273973,22,0
BTC,31-May-24,84000,P,0.1,6.6,47.83011,17.31029,11.80803,0.00001,,0.96496,0.329,,0.326,0.3316,0.338,83.67,62836,0.060273973,22,21164
BTC,31-May-24,85000,C,4.3,1374.1,1.09978,16.15304,10.84575,0.00001,,0.03161,0.0019,62.32,0.0016,0.0018,0.002,64.65,62836,0.060273973,22,0
BTC,31-May-24,85000,P,,2.6,48.53369,16.15304,10.84575,0.00001,,0.96839,0.276,,0.3415,0.3473,0.352,81.36,62836,0.060273973,22,22164
BTC,31-May-24,86000,C,59,754.7,1.00579,15.27405,10.07422,0.00001,,0.02891,0.0017,63.66,0.0015,0.0016,0.0018,65.55,62836,0.060273973,22,0
BTC,31-May-24,86000,P,,0.2,49.2116,15.27405,10.07422,0.00001,,0.97109,0.2185,,0.357,0.363,0.3695,88.23,62836,0.060273973,22,23164
BTC,31-May-24,88000,C,3,314.3,0.84201,13.60826,8.68753,0.00001,,0.02422,0.0014,65.3,0.0012,0.0014,0.0016,68.21,62836,0.060273973,22,0
BTC,31-May-24,88000,P,,0.5,50.54322,13.60826,8.68753,0.00001,,0.97578,0.2375,,0.3885,0.3944,0.3995,88.39,62836,0.060273973,22,25164
BTC,31-May-24,90000,C,72.4,924.1,0.75829,13.02535,7.96564,,,0.02185,0.0012,68.95,0.0012,0.0013,0.0014,70.53,62836,0.060273973,22,0
BTC,31-May-24,90000,P,,6.7,51.79479,13.02535,7.96564,,,0.97815,0.3835,,0.4205,0.4259,0.432,95.31,62836,0.060273973,22,27164
BTC,31-May-24,92000,C,2,251.5,0.63838,11.55483,6.88508,,,0.0184,0.0011,70.66,0.001,0.0011,0.0012,72.49,62836,0.060273973,22,0
BTC,31-May-24,92000,P,1,3,53.08255,11.55483,6.88508,,,0.9816,0.277,,0.451,0.4574,0.464,100.67,62836,0.060273973,22,29164
BTC,31-May-24,94000,C,0.1,153.3,0.54448,10.35066,6.01151,,,0.0157,0.0009,71.87,0.0008,0.0009,0.0011,75.01,62836,0.060273973,22,0
BTC,31-May-24,94000,P,,,54.34429,10.35066,6.01151,,,0.9843,,,0.483,0.4889,0.494,99.75,62836,0.060273973,22,31164
BTC,31-May-24,95000,C,3.8,541.4,0.48896,9.50119,5.47893,,,0.01409,0.0009,72.23,0.0007,0.0008,0.001,75.68,62836,0.060273973,22,0
BTC,31-May-24,95000,P,,,54.98374,9.50119,5.47893,,,0.98591,,,0.4985,0.5046,0.511,105.53,62836,0.060273973,22,32164
BTC,31-May-24,96000,C,5.9,198.2,0.47165,9.39041,5.31526,,,0.01361,0.0008,73.8,0.0007,0.0008,0.001,77.31,62836,0.060273973,22,0
BTC,31-May-24,96000,P,,,55.58497,9.39041,5.31526,,,0.98639,,,0.5145,0.5204,0.525,101.43,62836,0.060273973,22,33164
BTC,31-May-24,100000,C,18.3,1227.1,0.35919,7.77771,4.2004,,,0.01037,0.0005,76.73,0.0005,0.0006,0.0008,81.22,62836,0.060273973,22,0
BTC,31-May-24,100000,P,,,58.03312,7.77771,4.2004,,,0.98963,,,0.577,0.5836,0.5905,116.48,62836,0.060273973,22,37164
BTC,31-May-24,105000,C,3.5,320.8,0.2704,6.4254,3.28023,,,0.00782,0.0005,81.62,0.0004,0.0005,0.0006,85.45,62836,0.060273973,22,0
BTC,31-May-24,105000,P,,,61.04153,6.4254,3.28023,,,0.99218,,,0.6555,0.6626,0.6675,117.93,62836,0.060273973,22,42164
BTC,31-May-24,110000,C,,1299.1,0.20832,5.36893,2.60878,,,0.00603,0.0004,85.42,0.0003,0.0004,0.0004,88.03,62836,0.060273973,22,0
BTC,31-May-24,110000,P,,,64.02323,5.36893,2.60878,,,0.99397,,,0.7345,0.7416,0.7475,129.6,62836,0.060273973,22,47164
BTC,31-May-24,115000,C,0.4,124.6,0.15299,4.22862,1.98283,,,0.00443,0.0003,87.78,0.0002,0.0003,0.0004,94.1,62836,0.060273973,22,0
BTC,31-May-24,115000,P,,,66.99817,4.22862,1.98283,,,0.99557,,,0.8125,0.8207,0.8275,140.76,62836,0.060273973,22,52164
BTC,31-May-24,120000,C,3.7,457.8,0.10136,2.974,1.36887,,,0.00293,0.0002,87.64,0.0001,0.0002,0.0003,96.96,62836,0.060273973,22,0
BTC,31-May-24,120000,P,,,69.96942,2.974,1.36887,,,0.99707,,,0.891,0.8997,0.906,145.8,62836,0.060273973,22,57164
BTC,31-May-24,140000,C,1,469.5,0.05813,2.10143,0.83241,,,0.00169,0.0001,,,0.0001,0.0002,112.6,62836,0.060273973,22,0
BTC,31-May-24,140000,P,,,81.69111,2.10143,0.83241,,,0.99831,,,1.206,1.2162,1.224,178.01,62836,0.060273973,22,77164
BTC,28-Jun-24,10000,C,,42.9,13.48707,0.32503,0.20442,,,0.99977,0.846,,0.8415,0.843,0.8445,229.86,62836,0.136986301,50,52836
BTC,28-Jun-24,10000,P,,653.9,0.02339,0.32503,0.20442,,,0.00023,0.0001,,,,0.0002,180.73,62836,0.136986301,50,0
BTC,28-Jun-24,15000,C,,11.8,20.2353,0.33585,0.269,,,0.99969,0.7873,,0.763,0.7644,0.766,180.43,62836,0.136986301,50,47836
BTC,28-Jun-24,15000,P,,439.2,0.03039,0.33585,0.269,,,0.00031,0.0003,,,,0.0003,147.42,62836,0.136986301,50,0
BTC,28-Jun-24,18000,C,,4.7,24.19715,1.19107,0.95736,,,0.99876,0.7493,,0.716,0.7175,0.719,160.05,62836,0.136986301,50,44836
BTC,28-Jun-24,18000,P,,154,0.12169,1.19107,0.95736,,,0.00124,0.0001,116.34,0.0001,0.0002,0.0002,124.11,62836,0.136986301,50,0
BTC,28-Jun-24,19000,C,,3.3,25.54339,1.18881,0.99682,,,0.99871,0.7313,,0.7,0.7017,0.7035,156.07,62836,0.136986301,50,43836
BTC,28-Jun-24,19000,P,,123.2,0.12649,1.18881,0.99682,,,0.00129,0.0004,111.51,0.0001,0.0002,0.0002,118.97,62836,0.136986301,50,0
BTC,28-Jun-24,20000,C,,140.6,26.87139,1.35086,1.16341,,,0.99847,0.7155,,0.6845,0.6861,0.6875,146.2,62836,0.136986301,50,42836
BTC,28-Jun-24,20000,P,0.5,351.4,0.14954,1.35086,1.16341,,,0.00153,0.0002,106.93,0.0001,0.0002,0.0003,118.91,62836,0.136986301,50,0
BTC,28-Jun-24,21000,C,,11.5,28.21459,1.36598,1.22415,,,0.99838,0.7036,,0.6685,0.6704,0.672,142.82,62836,0.136986301,50,41836
BTC,28-Jun-24,21000,P,,151.8,0.15739,1.36598,1.22415,,,0.00162,0.0001,102.58,0.0001,0.0002,0.0003,114.1,62836,0.136986301,50,0
BTC,28-Jun-24,22000,C,,1.2,29.55961,1.36261,1.27227,,,0.99831,0.665,,0.653,0.6547,0.6565,139.38,62836,0.136986301,50,40836
BTC,28-Jun-24,22000,P,,177,0.16341,1.36261,1.27227,,,0.00169,0.0002,98.44,0.0001,0.0002,0.0003,109.53,62836,0.136986301,50,0
BTC,28-Jun-24,23000,C,,64.2,30.90847,1.32643,1.29377,,,0.99828,0.65,,0.6375,0.6389,0.6405,130.86,62836,0.136986301,50,39836
BTC,28-Jun-24,23000,P,,268.3,0.1656,1.32643,1.29377,,,0.00172,0.0003,94.49,0.0001,0.0002,0.0003,105.16,62836,0.136986301,50,0
BTC,28-Jun-24,24000,C,,8.9,32.23502,1.4642,1.46943,,,0.99802,0.6664,,0.6215,0.6233,0.625,127.85,62836,0.136986301,50,38836
BTC,28-Jun-24,24000,P,5.1,535.6,0.1901,1.4642,1.46943,,,0.00198,0.0002,90.7,0.0001,0.0002,0.0005,106.86,62836,0.136986301,50,0
BTC,28-Jun-24,25000,C,,37.8,33.51433,1.94304,1.9592,,,0.99728,0.613,,0.606,0.6077,0.6095,124.78,62836,0.136986301,50,37836
BTC,28-Jun-24,25000,P,2.4,238.3,0.26183,1.94304,1.9592,,,0.00272,0.0002,92.99,0.0002,0.0003,0.0005,102.64,62836,0.136986301,50,0
BTC,28-Jun-24,26000,C,,31.9,34.85556,1.93649,2.03322,,,0.99717,0.6349,,0.59,0.5919,0.5935,117.3,62836,0.136986301,50,36836
BTC,28-Jun-24,26000,P,,163.9,0.27165,1.93649,2.03322,,,0.00283,0.0006,89.29,0.0002,0.0003,0.0005,98.59,62836,0.136986301,50,0
BTC,28-Jun-24,27000,C,,992.6,36.18892,1.9815,2.15902,,,0.99697,0.5335,,0.575,0.5762,0.5775,109.91,62836,0.136986301,50,35836
BTC,28-Jun-24,27000,P,,327.8,0.28933,1.9815,2.15902,,,0.00303,0.0005,89.42,0.0003,0.0003,0.0005,94.69,62836,0.136986301,50,0
BTC,28-Jun-24,28000,C,,74,37.49884,2.17559,2.43708,,,0.99654,0.567,,0.559,0.5606,0.5625,111.75,62836,0.136986301,50,34836
BTC,28-Jun-24,28000,P,0.1,281.8,0.33046,2.17559,2.43708,,,0.00346,0.0004,85.85,0.0003,0.0004,0.0005,90.93,62836,0.136986301,50,0
BTC,28-Jun-24,29000,C,,100.4,38.79094,2.46503,2.8258,,,0.99591,0.5755,,0.543,0.5449,0.5465,105.1,62836,0.136986301,50,33836
BTC,28-Jun-24,29000,P,0.1,180,0.38941,2.46503,2.8258,,,0.00409,0.0005,85.08,0.0004,0.0004,0.0006,89.24,62836,0.136986301,50,0
BTC,28-Jun-24,30000,C,,1039.2,40.13324,2.41753,2.89353,,,0.9958,0.4805,,0.5275,0.5292,0.531,102.55,62836,0.136986301,50,32836
BTC,28-Jun-24,30000,P,1.7,1459.6,0.39815,2.41753,2.89353,,,0.0042,0.0003,79.08,0.0003,0.0004,0.0006,85.66,62836,0.136986301,50,0
BTC,28-Jun-24,31000,C,,146,41.3918,2.86488,3.48543,,,0.99483,0.541,,0.512,0.5136,0.515,96.3,62836,0.136986301,50,31836
BTC,28-Jun-24,31000,P,3.6,217,0.49064,2.86488,3.48543,,,0.00517,0.0005,78.34,0.0004,0.0005,0.0007,83.8,62836,0.136986301,50,0
BTC,28-Jun-24,32000,C,,578.7,42.64645,3.29398,4.08821,,,0.99381,0.4525,,0.4965,0.498,0.4995,93.96,62836,0.136986301,50,30836
BTC,28-Jun-24,32000,P,20.9,484.1,0.58703,3.29398,4.08821,,,0.00619,0.0006,77.12,0.0005,0.0006,0.0008,81.79,62836,0.136986301,50,0
BTC,28-Jun-24,33000,C,,263,43.89778,3.70046,4.69951,,,0.99276,0.511,,0.4805,0.4824,0.484,91.55,62836,0.136986301,50,29836
BTC,28-Jun-24,33000,P,4.6,259.8,0.68676,3.70046,4.69951,,,0.00724,0.0008,75.61,0.0006,0.0007,0.0009,79.67,62836,0.136986301,50,0
BTC,28-Jun-24,34000,C,,150.1,45.14752,4.07409,5.31,,,0.99168,0.5425,,0.465,0.4668,0.4685,89.09,62836,0.136986301,50,28836
BTC,28-Jun-24,34000,P,0.3,196.6,0.78806,4.07409,5.31,,,0.00832,0.0008,73.88,0.0007,0.0008,0.001,77.47,62836,0.136986301,50,0
BTC,28-Jun-24,35000,C,,1518,46.38919,4.44813,5.95761,,,0.99051,0.4015,,0.4495,0.4512,0.4525,83.68,62836,0.136986301,50,27836
BTC,28-Jun-24,35000,P,2,564.9,0.89743,4.44813,5.95761,,,0.00949,0.0013,73.16,0.0009,0.0009,0.0011,75.22,62836,0.136986301,50,0
BTC,28-Jun-24,36000,C,,146.3,47.58686,4.99412,6.83957,,,0.98888,0.5015,,0.4335,0.4356,0.4375,84.04,62836,0.136986301,50,26836
BTC,28-Jun-24,36000,P,0.2,192.7,1.05081,4.99412,6.83957,,,0.01112,0.0016,70.03,0.0009,0.0011,0.0013,73.78,62836,0.136986301,50,0
BTC,28-Jun-24,37000,C,2.5,163,48.74929,5.64634,7.89358,,,0.98689,0.3705,,0.418,0.4201,0.422,81.47,62836,0.136986301,50,25836
BTC,28-Jun-24,37000,P,1,267.4,1.23943,5.64634,7.89358,,,0.01311,0.0025,68.9,0.0011,0.0013,0.0015,72.13,62836,0.136986301,50,0
BTC,28-Jun-24,38000,C,,127.7,49.90146,6.27367,8.97831,,,0.98477,0.415,,0.4025,0.4046,0.4065,78.89,62836,0.136986301,50,24836
BTC,28-Jun-24,38000,P,2,288.6,1.43831,6.27367,8.97831,,,0.01523,0.0021,67.49,0.0013,0.0015,0.0017,70.33,62836,0.136986301,50,0
BTC,28-Jun-24,39000,C,,167.3,51.04095,6.88232,10.10582,,,0.98252,0.4632,,0.387,0.3891,0.391,76.3,62836,0.136986301,50,23836
BTC,28-Jun-24,39000,P,0.5,121.4,1.64986,6.88232,10.10582,,,0.01748,0.0021,65.88,0.0015,0.0017,0.0019,68.41,62836,0.136986301,50,0
BTC,28-Jun-24,40000,C,,853.2,52.10106,7.74389,11.60315,,,0.97943,0.34,49.66,0.372,0.3737,0.3755,73.69,62836,0.136986301,50,22836
BTC,28-Jun-24,40000,P,,852.6,1.9408,7.74389,11.60315,,,0.02057,0.0023,64.72,0.0018,0.002,0.0022,66.92,62836,0.136986301,50,0
BTC,28-Jun-24,41000,C,,93.6,53.11877,8.67133,13.26382,,,0.9759,0.461,50.72,0.3565,0.3584,0.36,71.08,62836,0.136986301,50,21836
BTC,28-Jun-24,41000,P,32.1,197.1,2.27413,8.67133,13.26382,,,0.0241,0.0031,63.81,0.0022,0.0023,0.0025,65.25,62836,0.136986301,50,0
BTC,28-Jun-24,42000,C,,361.4,54.04011,9.85203,15.32085,,,0.97136,0.2885,50.6,0.341,0.3431,0.345,70.08,62836,0.136986301,50,20836
BTC,28-Jun-24,42000,P,2,486.8,2.70383,9.85203,15.32085,,,0.02864,0.0031,62.6,0.0026,0.0028,0.003,64.26,62836,0.136986301,50,0
BTC,28-Jun-24,43000,C,,56,54.92007,11.03938,17.4938,0.00001,,0.96638,0.3845,53.42,0.326,0.3279,0.33,68.79,62836,0.136986301,50,19836
BTC,28-Jun-24,43000,P,0.5,187.5,3.17493,11.03938,17.4938,0.00001,,0.03362,0.0042,61.53,0.0031,0.0033,0.0035,62.98,62836,0.136986301,50,0
BTC,28-Jun-24,44000,C,0.1,202.9,55.71202,12.3804,19.96783,0.00001,,0.96048,0.3285,54.32,0.311,0.3128,0.3145,66,62836,0.136986301,50,18836
